,num_clusters,num_samples,cluster_density,silhouette_score,calinski_harabasz,davies_bouldin,metrics_source,division_rand_score,division_mutual_info,division_nmi,subcategory_rand_score,subcategory_mutual_info,subcategory_nmi,avg_top_seller_concentration,avg_top3_seller_concentration,high_concentration_clusters,avg_price_cv,price_homogeneity,avg_price_range_ratio,avg_centroid_distance,min_centroid_distance,execution_time,noise_percent,min_cluster_size,max_cluster_size,mean_cluster_size,median_cluster_size,std_cluster_size,cluster_size_cv,small_clusters_pct,method_category,business_alignment
kmeans,175,14152,80.86857142857143,0.3138604612294473,1058.4639222387618,1.027428070983387,original_embeddings,0.03075807062017967,0.2960196166272528,0.32416761982600495,0.08511160656961483,0.3878820863602479,0.5192856532328609,0.8065542266750683,0.855904841779495,133,0.33526512464592956,0.6647348753540705,1.259732252071064,956.7867447118092,7.28228283294866,0.5257258415222168,,,,,,,,,traditional,12.995993328636814
traditional_agglomerative,270,14152,52.41481481481482,0.34482496793127543,933.1892865956293,0.9208029357355603,original_embeddings,0.03101825276396378,0.33389942279815965,0.3706963173100895,0.11345283177906687,0.43343548219055206,0.5823906183115022,0.808576048645681,0.8838698333368349,200,0.3108110061253084,0.6891889938746916,1.1763472676362055,867.3223718153341,4.0123867521687835,0.6026899814605713,,,,,,,,,traditional,15.049207657773106
